name,price_old,price_discount,author,rating,url
Бэлла Мейсон: Магия соблазна,190,95,Мейсон Бэлла,0,https://www.labirint.ru/books/1017379/
Эмми Грейсон: Любовь под маской льда,177,89,Грейсон Эмми,0,https://www.labirint.ru/books/1017378/
Лучшие молитвы о здравии. Надежная помощь при разных недугах,289,145,,0,https://www.labirint.ru/books/1017376/
Хайнц Шаффер: Легендарная подлодка U-977. Воспоминания командира немецкой субмарины. 1939-1945,1281,641,Шаффер Хайнц,0,https://www.labirint.ru/books/1017374/
Михаил Родзянко: Крушение империи. Записки председателя Государственной думы,1498,749,Родзянко Михаил Владимирович,0,https://www.labirint.ru/books/1017371/
"Луи Лохнер: Круппы, Боши, Сименсы и Третий рейх. Кровавый контракт магнатов с тираном",1436,718,Лохнер Луи,0,https://www.labirint.ru/books/1017369/
"Ирина Пигулевская: Кошки. Мистические истории, легенды и поверья. Коты целители, предсказатели и маги",1075,538,Пигулевская Ирина Станиславовна,5,https://www.labirint.ru/books/1017368/
Татьяна Кухаренко: Король Людвиг II Баварский. Драма длиною в жизнь. 1845—1886,2252,1126,Кухаренко Татьяна Евгеньевна,5,https://www.labirint.ru/books/1017367/
"Мусаси, Дайдодзи, Цунэтомо: Книга о самураях. Свод правил жизни японских воинов",1177,589,Мусаси Миямото,0,https://www.labirint.ru/books/1017364/
"Вольфрам Эберхард: Китайские праздники. Древние традиции, памятные до наших дней",663,332,Эберхард Вольфрам,0,https://www.labirint.ru/books/1017362/
Энн Марш: Как укротить плейбоя,177,89,Марш Энн,0,https://www.labirint.ru/books/1017360/
Жан Саван: Казаки. Происхождение. Воинские традиции. Государева служба,911,456,Саван Жан,0,https://www.labirint.ru/books/1017359/
Лора Мелик: Исцеляющая сила растений. Чудо-травы от всех болезней,973,487,Мелик Лора,0,https://www.labirint.ru/books/1017358/
"Уилфрид Хамбли: История татуировки. Ритуалы, верования, табу",1405,703,Хамбли Уилфрид Дайсон,0,https://www.labirint.ru/books/1017357/
Дмитрий Иловайский: История России. Алексей Михайлович и его ближайшие преемники. Вторая половина XVII века,2681,1341,Иловайский Дмитрий Иванович,0,https://www.labirint.ru/books/1017356/
Джон Перри: Испанские завоевания в Центральной и Южной Америке. XV—XIX века. Крупнейшая колониальная империя,1900,950,Перри Джон,0,https://www.labirint.ru/books/1017354/
Эрл Эгертон: Индийское и восточное оружие. От державы Маурьев до империи Великих Моголов,1498,749,Эгертон Эрл,0,https://www.labirint.ru/books/1017353/
"Крофтс, Бьюкенен: Империи Дальнего Востока. История государств Восточной Азии в противостоянии Западу",2208,1104,Крофтс Альфред,0,https://www.labirint.ru/books/1017352/
Ирина Пигулевская: Здоровая печень. Избавляемся от проблем самого большого органа. Гепатит. Гепатоз. Жировая дистрофия,869,435,Пигулевская Ирина Станиславовна,0,https://www.labirint.ru/books/1017351/
Айзек Азимов: Занимательная мифология. Новая жизнь древних слов,1135,568,Азимов Айзек,5,https://www.labirint.ru/books/1017350/
Гарольд Бейли: Забытый язык символов. Расшифровка знаков и эмблем мистических обществ Средневековья,2373,1187,Бейли Гарольд,0,https://www.labirint.ru/books/1017339/
Барб Хэн: Забытый секрет,231,116,Хэн Барб,0,https://www.labirint.ru/books/1017338/
Оксана Захарова: Жизнь и дипломатическая деятельность графа С.Р. Воронцова,1365,683,Захарова Оксана Юрьевна,0,https://www.labirint.ru/books/1017335/
Кайли Энтони: Жаркое свидание в Лондоне,177,89,Энтони Кайли,0,https://www.labirint.ru/books/1017334/
Айзек Азимов: Египтяне. От древней цивилизации до наших дней,1135,568,Азимов Айзек,0,https://www.labirint.ru/books/1017333/
Уоллис Бадж: Египет. Классический путеводитель,1259,630,Бадж Уоллис,0,https://www.labirint.ru/books/1017332/
Мари Юнгстедт: Другое лицо,508,254,Юнгстедт Мари,0,https://www.labirint.ru/books/1017331/
"Уоллис Бадж: Древний Египет. Духи, идолы, боги",1973,987,Бадж Уоллис,0,https://www.labirint.ru/books/1017330/
Дж. Киддер: Древние японцы. Предки легендарных самураев,1156,578,Киддер Дж. Э.,0,https://www.labirint.ru/books/1017328/
Джосс Вуд: Два шага навстречу любви,231,116,Вуд Джосс,0,https://www.labirint.ru/books/1017326/
Джосс Вуд: Горячая встреча,231,116,Вуд Джосс,0,https://www.labirint.ru/books/1017325/
Виктор Данилов: Городские комитеты обороны. Чрезвычайные органы власти в годы Великой Отечественной войны. 1941-1945,949,475,Данилов Виктор Николаевич,0,https://www.labirint.ru/books/1017324/
"44 древнегреческих мудреца, которых обязательно надо читать",1177,589,,0,https://www.labirint.ru/books/1017297/
Анастасия Хачатурова: Атмосферная история,933,467,Хачатурова Анастасия Эдуардовна,5,https://www.labirint.ru/books/1017113/
Жива Божеславна: Песни рун. Книга толкований к кощунам Черты и Резы,579,290,Божеславна Жива,0,https://www.labirint.ru/books/1018178/
"Смоленский, Шевелев: Спортивная черепно-мозговая травма. Монография",1307,654,Смоленский Андрей Вадимович,0,https://www.labirint.ru/books/1018150/
"Макарова, Поляев, Бадтиева: Базовая подготовка врача по спортивной медицине. Учебное пособие для ординаторов",1935,968,Макарова Галина Александровна,0,https://www.labirint.ru/books/1018149/
Василий Киляков: Ищу следы невидимые. Художественная публицистика,1072,536,Киляков Василий Васильевич,0,https://www.labirint.ru/books/1018008/
"Газин, Кузнецова: Услышь меня",536,268,Газин Сергей Юрьевич,1,https://www.labirint.ru/books/1018007/
Кузнецова Элла (Элеонора) Валентиновна: В круговерти любви. Элегическая поэма,322,161,Кузнецова Элла (Элеонора) Валентиновна,1,https://www.labirint.ru/books/1018006/
Абрам Вовин: Последний полотёр,493,247,Вовин Абрам,5,https://www.labirint.ru/books/1018005/
Владимир Кучерь-Чепелёв: Библейский складень,1072,536,Кучерь-Чепелёв Владимир Иванович,0,https://www.labirint.ru/books/1018003/
Феликс Шифрин: Матрица спортивной уверенности. Психология успешной игры,917,459,Шифрин Феликс М.,0,https://www.labirint.ru/books/1015062/
Олег Кулиненков: Фармакология в практике спорта,1019,510,Кулиненков Олег Семенович,0,https://www.labirint.ru/books/1014669/
"Фаина Иорданская: Ранняя спортивная подготовка детей 6-10 лет. Допуск по состоянию здоровья, отбор в вид спорта",1070,535,Иорданская Фаина Алексеевна,0,https://www.labirint.ru/books/1014668/
Владимир Сафонов: Психология спортсмена. Слагаемые успеха,1070,535,Сафонов Владимир Константинович,0,https://www.labirint.ru/books/1014667/
Валентина Новикова: Чирлидинг в России. Начало,781,391,Новикова Валентина Петровна,0,https://www.labirint.ru/books/1013384/
"Мирошников, Смоленский, Шевцов: Питание в спортивной борьбе. Учебно-методическое пособие",1273,637,Мирошников Александр Борисович,0,https://www.labirint.ru/books/1013382/
Сергей Мухаев: Конверсия спортивных технологий. Теоретико-методологическое обоснование и практические способы,1222,611,Мухаев Сергей Владимирович,0,https://www.labirint.ru/books/1011528/
Эмилия Грин: Медлячок,847,424,Грин Эмилия,4,https://www.labirint.ru/books/1017826/
Мария Летова: Его дерзкий трофей,847,424,Летова Мария,0,https://www.labirint.ru/books/1017824/
Татьяна Грачёва: Босиком за ветром,1016,508,Грачёва Татьяна Александровна,0,https://www.labirint.ru/books/1017823/
Андрей Авраменков: Город под прицелом,847,424,Авраменков Андрей Михайлович,0,https://www.labirint.ru/books/1017821/
СВО. Фронтовые рассказы,847,424,,1,https://www.labirint.ru/books/1017820/
Александр Стрельников: Встреча с Родиной. История одного вагнеровца,847,424,Стрельников Александр,0,https://www.labirint.ru/books/1017819/
ПТСР team. Пехота бессмертна,847,424,,0,https://www.labirint.ru/books/1017818/
"Надежда Мамаева: Попасть в отбор, украсть проклятье",847,424,Мамаева Надежда Николаевна,0,https://www.labirint.ru/books/1017817/
"Андрей Лисьев: За каждый метр. ""Лейтенантская проза"" СВО",847,424,Лисьев Андрей Владимирович,3,https://www.labirint.ru/books/1017815/
Борис Якеменко: Культура Древней и Средневековой Руси,1693,847,Якеменко Борис Григорьевич,0,https://www.labirint.ru/books/1017814/
Лариса Маврина: С новым годом! Баба Яга. Активити с поощрительными наклейками,252,126,Маврина Лариса Викторовна,0,https://www.labirint.ru/books/1017787/
Геннадий Черненко: Творцы наук российских. Рассказы о русских учёных,900,585,Черненко Геннадий Трофимович,5,https://www.labirint.ru/books/1017599/
Валерий Шубинский: Город обэриутов,1672,1087,Шубинский Валерий Игоревич,5,https://www.labirint.ru/books/1017598/
"Анна Гаврилова: Лорд, который влюбился. Тайная невеста",813,407,Гаврилова Анна Сергеевна,5,https://www.labirint.ru/books/1012851/
Наталья Мамлеева: Попаданка для Лунного Императора,847,424,Мамлеева Наталья Ринатовна,0,https://www.labirint.ru/books/1012850/
Татьяна Грачева: Анасейма,881,441,Грачева Татьяна,5,https://www.labirint.ru/books/1012849/
Виктор Стасевич: Просветляющий суп,429,236,Стасевич Виктор,0,https://www.labirint.ru/books/1012736/
"Надежда Мамаева: Спасти диплом, угнать дракона",847,424,Мамаева Надежда Николаевна,0,https://www.labirint.ru/books/1012844/
"Алекс, Мейер: Босиком по пеплу. Книга вторая",914,457,Алекс Д.,5,https://www.labirint.ru/books/1012694/
Николай Гоголь: Сорочинская ярмарка,790,395,Гоголь Николай Васильевич,0,https://www.labirint.ru/books/840712/
Ирина Токмакова: Робин Гуд,790,395,Токмакова Ирина Петровна,0,https://www.labirint.ru/books/840710/
Рудольф Распе: Приключения барона Мюнхаузена,531,266,Распе Рудольф Эрих,5,https://www.labirint.ru/books/813434/
Петербург. Вчера и сегодня. Фотоальбом,1222,611,,0,https://www.labirint.ru/books/661876/
"Вайпан, Воронин, Ильюшин: Информационные технологии в юридической деятельности. Правовая информатика в цифровую эпоху. Часть 2",1184,592,Вайпан Виктор Алексеевич,0,https://www.labirint.ru/books/1017839/
"Александров, Александрова: ОГЭ-2025. Русский язык. Отличный результат. Учебная книга",1065,692,Александров Владимир Николаевич,0,https://www.labirint.ru/books/1017776/
Екатерина Суворова: Окружающий мир. 2 класс. Учебное пособие. В 2-х частях. ФГОС,2974,1487,Суворова Екатерина Павловна,0,https://www.labirint.ru/books/1004377/
Эдуард Балаян: Математика. Подготовка к ЕГЭ. Задачи с параметром. 10-11 классы. Профильный уровень,556,278,Балаян Эдуард Николаевич,0,https://www.labirint.ru/books/1017938/
План счетов бухгалтерского учета с последними изменениями,202,101,,0,https://www.labirint.ru/books/1017937/
Валерия Салтанова: Прогулка по зимнему городу 2+. Книжка с наклейками,202,101,Салтанова Валерия Анатольевна,0,https://www.labirint.ru/books/1017931/
Валерия Салтанова: Празднуем Рождество! 2+. Книжка с наклейками,202,101,Салтанова Валерия Анатольевна,0,https://www.labirint.ru/books/1017929/
Валерия Салтанова: Встречаем Новый год! 2+. Книжка с наклейками,202,101,Салтанова Валерия Анатольевна,0,https://www.labirint.ru/books/1017928/
Эмине Тавуз: Под землей не видно звезд,989,495,Тавуз Эмине,5,https://www.labirint.ru/books/1016720/
Алёна Кашура: Семь жизней в запасе,669,335,Кашура Алёна,5,https://www.labirint.ru/books/1016405/
Летние задания по русскому языку за курс 4 класса. Рабочая тетрадь,296,163,,5,https://www.labirint.ru/books/1015814/
Светлана Кутявина: Литературное чтение. 2 класс. Рабочая тетрадь к УМК Л.Ф. Климановой. ФГОС,296,148,Кутявина Светлана Владимировна,5,https://www.labirint.ru/books/989946/
"Эстес, Вилик: Помощь парам, переживающим конфликты. Использование эмоционально-фокусированной терапии",675,338,Эстес Пауэлл Дженнин,5,https://www.labirint.ru/books/1017927/
"Гутник, Ханнанова, Власова: Физика. 9 класс. Рабочая тетрадь. Базовый уровень. ФГОС",425,213,Гутник Елена Моисеевна,0,https://www.labirint.ru/books/1017905/
"Кодолов, Яковлев, Гордина: Наноструктурированные строительные материалы. Учебник для вузов",2793,1397,Кодолов Владимир Иванович,0,https://www.labirint.ru/books/1015964/
Роман Федюк: Инновационные цементные композиционные материалы. Учебник для вузов,2372,1186,Федюк Роман Сергеевич,0,https://www.labirint.ru/books/1015961/
"Уханов, Володько: Гидравлические и пневматические системы транспортно-технологических машин и оборудования",2883,1442,Уханов Александр Петрович,0,https://www.labirint.ru/books/1015958/
"Уханов, Володько: Гидравлические и пневматические системы транспортно-технологических машин и оборудования. Учебник",3313,1657,Уханов Александр Петрович,0,https://www.labirint.ru/books/1015957/
"Зуев, Пеленко: Технология пищевого производства. Производство колбасных изделий. Учебное пособие для СПО",645,323,Зуев Николай Александрович,0,https://www.labirint.ru/books/1015956/
"Зуев, Пеленко: Технология пищевого производства. Производство колбасных изделий. Учебное пособие для вузов",645,323,Зуев Николай Александрович,0,https://www.labirint.ru/books/1015955/
"Изнаиров, Васин, Решетникова: Современные технологические методы обеспечения качества прецизионных машиностроительных изделий",2531,1266,Изнаиров Борис Михайлович,0,https://www.labirint.ru/books/1015954/
Александр Ощепков: Математическое и компьютерное моделирование современных систем автоматического управления,3320,1660,Ощепков Александр Юрьевич,0,https://www.labirint.ru/books/1015952/
Виталий Колодяжный: Эксплуатационные режимы работы электрооборудования электрических станций. Учебное пособие для вузов,2425,1213,Колодяжный Виталий Владимирович,0,https://www.labirint.ru/books/1015949/
Владимир Фурсов: Теоретические основы электротехники. Теория цепей. Теория поля. Компьютерное моделирование. Задачи,5798,2899,Фурсов Владимир Борисович,0,https://www.labirint.ru/books/1015948/
"Елистратова, Аникеева: Развитие линейной инфраструктуры ЦОД. Учебное пособие для вузов",937,469,Елистратова Ирина Борисовна,0,https://www.labirint.ru/books/1015947/
Виталий Колодяжный: Основы эксплуатации электрических станций и подстанций. Учебное пособие для СПО,2568,1284,Колодяжный Виталий Владимирович,0,https://www.labirint.ru/books/1015946/
Виталий Колодяжный: Основы эксплуатации электрических станций и подстанций. Учебное пособие для вузов,2952,1476,Колодяжный Виталий Владимирович,0,https://www.labirint.ru/books/1015945/
Геннадий Карабашев: Линейные электрические цепи синусоидального тока. Учебное пособие для вузов,1979,990,Карабашев Геннадий Павлович,0,https://www.labirint.ru/books/1015942/
"Борейшо, Страхов, Федоров: Непрерывные химические лазеры. Учебное пособие для вузов",6010,3005,Борейшо Анатолий Сергеевич,0,https://www.labirint.ru/books/1015940/
Антон Баланов: Комплексная информационная безопасность. Учебное пособие для СПО,2326,1163,Баланов Антон Николаевич,0,https://www.labirint.ru/books/1015938/
Антон Баланов: Комплексная информационная безопасность. Учебное пособие для вузов,3764,1882,Баланов Антон Николаевич,0,https://www.labirint.ru/books/1015937/
"Антон Баланов: Управление и оптимизация IT-проектов. Инфраструктура, решения и аналитика рынка. Учебное пособие",764,382,Баланов Антон Николаевич,0,https://www.labirint.ru/books/1015936/
"Антон Баланов: Телекоммуникационные системы. Управление, оптимизация и интеграция. Учебное пособие для СПО",1475,738,Баланов Антон Николаевич,0,https://www.labirint.ru/books/1015934/
"Антон Баланов: Телекоммуникационные системы. Управление, оптимизация и интеграция. Учебное пособие для вузов",3539,1770,Баланов Антон Николаевич,0,https://www.labirint.ru/books/1015933/
"Петросян, Гусев: Разработка мобильных приложений на языке Kotlin. Учебное пособие для вузов",1979,990,Петросян Лусинэ Эдуардовна,0,https://www.labirint.ru/books/1015930/
Антон Баланов: Прототипирование и разработка пользовательского интерфейса. Оптимизация UX. Учебное пособие для СПО,838,419,Баланов Антон Николаевич,0,https://www.labirint.ru/books/1015929/
"Антонец, Шавров, Щеглов: Волны в многослойных структурах. Часть 3. Методы расчета: алгоритмический, баланса энергий",2122,1061,Антонец Игорь Викторович,0,https://www.labirint.ru/books/1018242/
"Мэри Лоусон: Городок, что зовется Гармония",1152,634,Лоусон Мэри,5,https://www.labirint.ru/books/1017963/
Тана Френч: Охотник,1340,804,Френч Тана,5,https://www.labirint.ru/books/1017962/
Тана Френч: В лесу,1229,737,Френч Тана,5,https://www.labirint.ru/books/1017961/
Селеста Инг: Пропавшие наши сердца,1134,624,Инг Селеста,5,https://www.labirint.ru/books/1017951/
Елена Колесникова: Я решаю логические задачи. Тетрадь для детей 5-7 лет. ФГОС ДО,227,114,Колесникова Елена Владимировна,0,https://www.labirint.ru/books/1017876/
Елена Колесникова: Математика для детей 3-4 лет. Демонстрационный материал. ФГОС ДО,1199,600,Колесникова Елена Владимировна,0,https://www.labirint.ru/books/1017879/
Елена Колесникова: Я запоминаю цифры. Тетрадь для детей 4-6 лет. ФГОС ДО,207,104,Колесникова Елена Владимировна,0,https://www.labirint.ru/books/1017875/
Елена Колесникова: Математические прописи для детей 5-7 лет. ФГОС ДО,174,87,Колесникова Елена Владимировна,0,https://www.labirint.ru/books/1017874/
Елена Колесникова: Математические прописи для детей 4-5 лет. ФГОС ДО,174,87,Колесникова Елена Владимировна,0,https://www.labirint.ru/books/1017873/
"Елена Колесникова: Математика для детей 3-4 лет. Методическое пособие к рабочей тетради ""Я начинаю считать"". ФГОС ДО",302,151,Колесникова Елена Владимировна,0,https://www.labirint.ru/books/1017859/
Наталья Балаклеец: Война и ее трансформации в современном обществе. Опыт политико-философского анализа,1576,1024,Балаклеец Наталья Александровна,5,https://www.labirint.ru/books/1016624/
Елена Колесникова: Математика вокруг нас. 120 учебно-игровых заданий для детей 3-4 лет. ФГОС ДО,501,251,Колесникова Елена Владимировна,0,https://www.labirint.ru/books/1017872/
Алексей Уваров: Христианская символика. Символика древнехристианского периода,1576,946,Уваров Алексей Сергеевич,0,https://www.labirint.ru/books/1010811/
Rene Goscinny: Asterix. Omnibus 2. Asterix The Gladiator. Asterix and The Banquet. Asterix and Cleopatra. Комикс,4692,2346,Goscinny Rene,0,https://www.labirint.ru/books/987771/
Елена Колесникова: Я считаю до десяти. Рабочая тетрадь для детей 5-6 лет. ФГОС ДО,501,251,Колесникова Елена Владимировна,0,https://www.labirint.ru/books/911003/
Светлана Горева: Третьяков и Третьяковка,347,174,Горева Светлана,5,https://www.labirint.ru/books/893050/
Ольга Азова: Чтение с увлечением. Читаем слова с прямыми и обратными слогами. Рабочая тетрадь №2 для детей 5-7 л.,413,207,Азова Ольга Ивановна,5,https://www.labirint.ru/books/820959/
Елена Ульева: Труд. Технология. 1 класс. Тетрадь творческих работ и проектов. ФГОС,783,392,Ульева Елена Александровна,5,https://www.labirint.ru/books/1017103/
Е. Вершинина: Буквы 4+. Тетрадь для речевого развития с маркером 4 в 1. Пиши и стирай,806,403,Вершинина Е.,0,https://www.labirint.ru/books/1016829/
"Геккиева, Алекперова, Осипова: Шаг в медицину. Основы сестринского дела. Учебное пособие с цифровым дополнением. ФГОС",1173,704,Геккиева Анжела Джамаловна,0,https://www.labirint.ru/books/1008302/
Елена Кузнецова: Немецкий язык. 9 класс. Контрольные задания. ФГОС,450,225,Кузнецова Елена Николаевна,0,https://www.labirint.ru/books/1008290/
"Добротина, Киселева: Русский родной язык. 10-11 классы. Практикум. Базовый уровень. ФГОС",339,220,Добротина Ирина Нургаиновна,0,https://www.labirint.ru/books/1003486/
"Городецкая, Рутковская: Обществознание. 8 класс. Рабочая тетрадь. ФГОС",345,190,Городецкая Наталия Ивановна,0,https://www.labirint.ru/books/1003469/
"Александрова, Аристова, Беляева: Родная русская литература. 6 класс. Практикум. ФГОС",339,170,Александрова Ольга Макаровна,0,https://www.labirint.ru/books/1003465/
"Александрова, Аристова, Беляева: Родная русская литература. 5 класс. Практикум. ФГОС",319,160,Александрова Ольга Макаровна,0,https://www.labirint.ru/books/1003464/
"Александрова, Хорькова, Добротина: Русский родной язык. 6 класс. Практикум. ФГОС",339,220,Александрова Ольга Макаровна,0,https://www.labirint.ru/books/1003463/
"Александрова, Романова, Кузнецова: Литературное чтение на русском родном языке. 2 класс. Практикум. ФГОС",499,250,Александрова Ольга Макаровна,0,https://www.labirint.ru/books/1003462/
"Глазков, Егупова: Геометрия. 8 класс. Рабочая тетрадь. Базовый уровень. ФГОС",349,209,Глазков Юрий Александрович,0,https://www.labirint.ru/books/988049/
"Комиссаров, Кирдяева: Английский язык. 6 класс. Углублённый уровень. Сборник грамматических упражнений. ФГОС",378,189,Комиссаров Константин Вячеславович,0,https://www.labirint.ru/books/957535/
Фернан Кабальеро: Легкое чтение на испанском языке. Фернан Кабальеро. Птица правды,342,222,Кабальеро Фернан,5,https://www.labirint.ru/books/837059/
"Петерсон, Агаханов, Петрович: Алгебра. 9 класс. Учебник. В 2-х частях. ФГОС",2726,1636,Петерсон Людмила Георгиевна,0,https://www.labirint.ru/books/773200/
"Петерсон, Агаханов, Подлипский: Алгебра. 9 класс. Учебник. В 2-х частях. ФГОС",2726,1363,Петерсон Людмила Георгиевна,5,https://www.labirint.ru/books/773199/
Ольга Захарова: Немецкий язык. 4 класс. Контрольные задания,493,247,Захарова Ольга Леонидовна,5,https://www.labirint.ru/books/762921/
Александр Прасол: Япония в XIV веке. Хроники власти,969,533,Прасол Александр Федорович,4,https://www.labirint.ru/books/761166/
Серджо Кова: Легкое чтение на итальянском языке. Три версии самоубийства,495,248,Кова Серджо,5,https://www.labirint.ru/books/734742/
Итальянские сказки и истории,300,165,,5,https://www.labirint.ru/books/660281/
Немецкие волшебные сказки. Из собрания братьев Гримм,397,199,,4,https://www.labirint.ru/books/645049/
Английские волшебные сказки,453,294,,5,https://www.labirint.ru/books/645048/
Льюис Кэрролл: Английский с Льюисом Кэрроллом. Алиса в Стране Чудес,509,255,Кэрролл Льюис,4,https://www.labirint.ru/books/635220/
Лариса Маврина: Подарки Дедушки Мороза,452,226,Маврина Лариса Викторовна,5,https://www.labirint.ru/books/1017721/
"Аксенов, Смирнов: ВПР. Английский язык. 5 класс. Мониторинг успеваемости + аудиокурс",337,219,Аксенов О. О.,0,https://www.labirint.ru/books/1017718/
Журнал Знание-сила № 10. 2024,543,272,,0,https://www.labirint.ru/books/1017712/
Ирина Лейк: Садовые гномы,1563,782,Лейк Ирина Вадимовна,5,https://www.labirint.ru/books/1017188/
Ольга Вербицкая: Книжная лавочка для мышки,1447,868,Вербицкая Ольга Евгеньевна,0,https://www.labirint.ru/books/1017187/
Марьям Аверина: Жили-были прищепки,1447,724,Аверина Марьям Жаватовна,0,https://www.labirint.ru/books/1017185/
Татьяна Котова: Вязаное сердце,1698,849,Котова Татьяна Александровна,0,https://www.labirint.ru/books/1017184/
Евгения Русинова: А снег все шёл и шёл…,1447,724,Русинова Евгения Александровна,2,https://www.labirint.ru/books/1017182/
Александр Пушкин: Руслан и Людмила,2874,1724,Пушкин Александр Сергеевич,0,https://www.labirint.ru/books/1016075/
Ганс Андерсен: Мотылёк,1563,782,Андерсен Ганс Христиан,5,https://www.labirint.ru/books/1016074/
Ганс Андерсен: Лён,1563,782,Андерсен Ганс Христиан,0,https://www.labirint.ru/books/1016073/
Ольга Замятина: Зеленых котят не бывает!,848,424,Замятина Ольга Александровна,5,https://www.labirint.ru/books/1015882/
Марайке Аммерскен: Пушистый ангел,1698,1019,Аммерскен Марайке,0,https://www.labirint.ru/books/1015381/
Ирина Зартайская: Мамина любовь,1447,868,Зартайская Ирина Вадимовна,0,https://www.labirint.ru/books/1015379/
Ирина Зартайская: Кто прячется в темноте?,1447,724,Зартайская Ирина Вадимовна,0,https://www.labirint.ru/books/1015378/
Иоахим Краузе: Веселые пряталки. Где пиратский флаг? Где маленький викинг?,1563,782,Краузе Иоахим,0,https://www.labirint.ru/books/1015371/
Жанна Андриевская: Азбуковник. Энциклопедия русской старины,1838,919,Андриевская Жанна Викторовна,0,https://www.labirint.ru/books/1017902/
Николай Задорнов: Война за океан,1126,563,Задорнов Николай Павлович,0,https://www.labirint.ru/books/1017893/
Лариса Черкашина: Семнадцать мгновений любви. Романтические истории внуков Пушкина,1351,676,Черкашина Лариса Андреевна,0,https://www.labirint.ru/books/1017892/
Владимир Крупин: Прощание с пройденным,1126,563,Крупин Владимир Николаевич,0,https://www.labirint.ru/books/1017891/
Валентин Пикуль: Океанский патруль. Книга первая,788,394,Пикуль Валентин Саввич,0,https://www.labirint.ru/books/1017890/
Валентин Пикуль: Океанский патруль. Книга вторая,788,394,Пикуль Валентин Саввич,0,https://www.labirint.ru/books/1017889/
Карл Лампрехт: История германского народа. От Меровингов до возникновения немецкого государства,901,451,Лампрехт Карл,0,https://www.labirint.ru/books/1017887/
Константин Симонов: Последнее лето,1126,563,Симонов Константин Михайлович,0,https://www.labirint.ru/books/1017886/
Виктор Поротников: Царица Горго,563,282,Поротников Виктор Петрович,0,https://www.labirint.ru/books/1017883/
"Заболотнова, Мальгина, Фадеева: Фенологический календарь дошкольника + методическое пособие",1358,679,Заболотнова Ольга Владимировна,0,https://www.labirint.ru/souvenir/1017882/
Тимофей Чернов: Прогноз погоды на сто лет. Как меняется климат земли и что с этим делать,1886,943,Чернов Тимофей Иванович,5,https://www.labirint.ru/books/1017881/
"Александр Петров: Защита растений от вредителей. Чем, когда, сколько",2052,1026,Петров Александр Валерьевич,0,https://www.labirint.ru/books/1017880/
Андрей Васильев: Агентство “Ключ”. Книга 1. Легкий заказ,982,491,Васильев Андрей Александрович,0,https://www.labirint.ru/books/1017838/
Алина Аркади: Идеальная (не) пара,847,424,Аркади Алина,5,https://www.labirint.ru/books/1017836/
Мэри Влад: Пороки города Бэрмор,1016,508,Влад Мэри,0,https://www.labirint.ru/books/1017835/
Иван Любенко: Путешествие за смертью. Омнибус,1151,576,Любенко Иван Иванович,5,https://www.labirint.ru/books/1017833/
Полина Луговцова: Тролльхол,847,424,Луговцова Полина,5,https://www.labirint.ru/books/1017832/
Алекс Найт: Авантюристка в Академии Драконов,847,424,Найт Алекс,5,https://www.labirint.ru/books/1017830/
"Анна Гаврилова: Лорд, который влюбился. Тайный жених",894,447,Гаврилова Анна Сергеевна,0,https://www.labirint.ru/books/1017829/
Макс Глебов: Блюстители хаоса. Узел сопротивления,847,424,Глебов Макс,0,https://www.labirint.ru/books/1017828/
"Д. Алекс: Останови меня, или Все повторится",847,424,Алекс Д.,0,https://www.labirint.ru/books/1017827/
"Ольга Азова: Чтение с увлечением. Учим буквы, читаем слоги и первые слова. Рабочая тетрадь №1 для детей 5—7 лет",479,240,Азова Ольга Ивановна,5,https://www.labirint.ru/books/820958/
Оксана Ушакова: Развитие речи детей 5-6 лет. Старшая группа. ФГОС ДО,702,351,Ушакова Оксана Семеновна,5,https://www.labirint.ru/books/719077/
Оксана Ушакова: Развитие речи детей 3-4 лет. Младшая группа. ФГОС ДО,741,371,Ушакова Оксана Семеновна,0,https://www.labirint.ru/books/719075/
Юлия Мазурова: Дверь в Англию,1248,624,Мазурова Юлия Валерьевна,5,https://www.labirint.ru/books/838271/
Гюльназ Лежнева: Тамук. Ляйсан,1104,552,Лежнева Гюльназ,5,https://www.labirint.ru/books/1017704/
Александр Широкорад: Битва за Крым. Оборона Севастополя,1351,676,Широкорад Александр Борисович,1,https://www.labirint.ru/books/1017622/
Николай Задорнов: Капитан Невельской,1126,563,Задорнов Николай Павлович,0,https://www.labirint.ru/books/1017621/
Валерий Дмитриевский: Камень небес,901,451,Дмитриевский Валерий Викторович,0,https://www.labirint.ru/books/1017620/
Виктор Смирнов: Голубь Святой Софии,1126,563,Смирнов Виктор Григорьевич,0,https://www.labirint.ru/books/1017617/
Яльмар Сёдерберг: Доктор Глас. Новеллетки,1215,608,Сёдерберг Яльмар,0,https://www.labirint.ru/books/1017608/
Антон Первушин: Мифы и легенды космоса,1333,667,Первушин Антон Иванович,5,https://www.labirint.ru/books/1017585/
Письмо Деду Морозу. Зимний праздник,176,88,,0,https://www.labirint.ru/books/1017584/
Мэль Дезар: Полночная школа,1354,677,Дезар Мэль,0,https://www.labirint.ru/books/1016953/
Густав Майринк: Странный гость,1399,700,Майринк Густав,5,https://www.labirint.ru/books/1015550/
Любовь Левшинова: Гордость и предупреждение,989,495,Левшинова Любовь Андреевна,5,https://www.labirint.ru/books/1015549/
"Лазебникова, Лобанов: Обществознание. 9 класс. Рабочая тетрадь. ФГОС",373,205,Лазебникова Анна Юрьевна,0,https://www.labirint.ru/books/1017716/
